appid,title,total_reviews,review_percent
574090,MOTHERGUNSHIP,1594,75.78
574310,The Mooseman,1183,88.42
574560,"Dude, Stop",2684,87.15
574980,Them's Fightin' Herds,4483,81.13
574740,Fausts Alptraum,1233,94.0
574720,Little Big Workshop,3342,83.57
575640,Zup! 3,5568,90.46
576770,Low Magic Age,3407,89.02
577690,Spooky's Jump Scare Mansion: HD Renovation,3794,95.84
577940,Killer Instinct,5511,86.83
578310,BRAIN / OUT,15290,81.98
578330,LEGO® City Undercover,10829,91.06
578540,Perfect Gold - Yuri Visual Novel,1174,97.7
578620,GORN,8193,94.04
578650,The Outer Worlds,27970,82.53
578850,64.0,1486,90.17
578720,A Mortician's Tale,1406,71.91
579180,Ys VIII: Lacrimosa of DANA,6812,90.24
580200,Yonder: The Cloud Catcher Chronicles,3202,81.89
580170,My Lovely Daughter,1296,70.45
580720,Carrier Deck,1069,88.96
581130,Metal Waltz: Anime tank girls,1714,78.65
581270,Old Man's Journey,4120,86.72
581320,Insurgency: Sandstorm,131184,84.89
581630,Sword With Sauce,6465,86.67
582010,Monster Hunter: World,503766,88.73
582160,Assassin's Creed® Origins,124779,85.9
582270,Everything,3821,83.04
582500,We Were Here,31897,89.7
582550,Passpartout: The Starving Artist,6899,88.32
582660,Black Desert,91764,73.72
582890,Estranged: The Departure,2316,86.23
583470,The End Is Nigh,3307,93.59
583760,Slash It 2,1281,87.04
584400,Sonic Mania,27456,93.82
584640,SUPER CHICKEN JUMPER,5300,96.06
585020,宇宙大拍扁 / BIG BIA,1384,70.52
584980,Late Shift,9093,85.81
585420,Trailmakers,33305,91.98
585450,Shadows: Awakening,2452,75.04
585550,FEMINAZI: The Triggering,1301,79.09
585710,Blazing Beaks,2593,83.34
585840,Leaving Lyndow,1160,81.47
585900,Harvest Moon: Light of Hope Special Edition,1106,76.85
586030,"Shardbound: Forge Your Path, Master Your Strategy",1341,71.44
586140,BlazBlue Centralfiction,11753,93.9
586200,Street Fighter 30th Anniversary Collection,3330,70.9
586350,UBERMOSH:WRAITH,1147,91.54
587000,First Strike,1981,76.02
587100,Ys SEVEN,1003,91.43
587220,Jet Island,1722,96.11
587260,Tokyo Xanadu eX+,1732,85.57
587420,Cart Racer,1077,78.37
587430,I Expect You To Die,2737,94.41
587520,Dungeons of Sundaria,3359,74.69
587620,Okami HD,10422,92.09
588030,Derail Valley,8777,96.58
588040,WILL: A Wonderful World / WILL：美好世界,5443,92.61
588430,Fallout Shelter,79966,87.99
588690,"Peace, Death!",2433,93.63
588650,Dead Cells,178222,97.05
588730,Majotori,2005,96.46
588970,Oik,1725,89.91
588950,Kingsway,1696,92.57
589290,Holdfast: Nations At War,27652,89.95
589360,Ni no Kuni™ II: Revenant Kingdom,11030,83.6
589590,Kindergarten,10068,96.75
589530,Hakuoki: Kyoto Winds,2159,92.96
589870,Learn to Fly 3,10957,94.63
589780,The Red Strings Club,13767,93.62
590380,Into the Breach,21669,94.32
591370,Production Line : Car factory simulation,3464,82.04
591460,Parkasaurus,3087,93.23
591420,Zup! 4,3043,90.6
591630,Candleman: The Complete Journey,1244,92.12
591960,Animation Throwdown: The Quest for Cards,4109,73.91
593150,Ooblets,1522,91.46
593200,The Adventures of Fei Duanmu 端木斐异闻录,1758,89.87
593280,Cat Quest,10404,94.69
593640,Papetura,1207,91.88
593600,PixARK,12962,73.02
593960,Lorelai,1593,90.71
594330,Visage,10585,84.36
594650,Hunt: Showdown 1896,267831,73.92
594570,Total War: WARHAMMER II,121262,93.0
595140,Immortal Redneck,3284,89.71
595280,Throne of Lies®: Medieval Politics,2710,76.24
595500,Freedom Planet 2,1680,95.89
595520,FINAL FANTASY XII THE ZODIAC AGE,9523,89.51
595690,One Hour One Life,4534,80.59
596970,Sunless Skies: Sovereign Edition,3413,84.41
597180,Old World,6042,82.41
597170,Clone Drone in the Danger Zone,37143,96.23
597220,West of Loathing,10122,97.7
597760,Yuppie Psycho: Executive Edition,9073,94.87
598060,Slasher's Keep,2261,82.88
598330,SimAirport,4009,79.35
598550,HUNTDOWN,4135,94.73
598700,The Vagrant,8538,89.62
598810,Carcassonne - Tiles & Tactics,2643,84.9
598960,Mashinky,2781,84.83
598980,The Coin Game,5632,95.38
599080,The Blackout Club,2867,77.01
599140,Graveyard Keeper,46661,86.31
599390,Battle for Wesnoth,5772,94.23
599460,Weapon Shop Fantasy,1800,79.22
599750,Crisis in the Kremlin,1440,83.96
600130,Valfaris,2684,82.6
600090,The Coma: Recut,2938,84.45
600370,Paradigm,1630,94.05
600480,Megaquarium,3619,95.25
601050,Attack on Titan 2 - A.O.T.2,7603,93.2
601150,Devil May Cry 5,159654,96.03
600990,The Gardens Between,2725,93.8
601220,Zup! F,8322,96.85
601430,The Evil Within 2,30273,92.15
601510,Yu-Gi-Oh! Duel Links,44536,82.96
601810,Spark the Electric Jester,1462,92.41
601840,Griftlands,14285,93.69
602320,Train Valley 2,3056,89.69
602520,NEKOPARA Vol. 3,11950,96.92
602700,Chippy,1167,91.17
602770,Clatter,1215,82.88
602960,Barotrauma,83752,93.98
603260,The Cat Games,1004,89.44
603850,Age of History II,49097,89.84
603960,Star of Providence,3255,96.96
604490,Running Through Russia,1464,71.99
604450,Another Adventure,4338,91.4
604330,The Crown of Leaves,2208,95.7
604240,Shotgun Farmers,9793,92.8
605230,Grey Hack,1784,90.25
605740,"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",17997,79.96
606150,Moonlighter,21515,82.13
606160,ROUTINE,6041,92.7
606230,Thea 2: The Shattering,2132,80.16
606280,Darksiders III,16757,76.03
606800,Startup Company,6154,81.49
606880,GreedFall,21421,76.22
607080,Psychonauts 2,13925,95.89
607050,Wargroove,5210,82.71
607260,McOsu,6348,88.58
607880,Accel World VS. Sword Art Online Deluxe Edition,1158,73.66
607890,Sword Art Online: Hollow Realization Deluxe Edition,7653,78.91
608800,Guns of Icarus Alliance,1436,76.32
609110,Blazing Chrome,1919,87.55
609150,STAR OCEAN™ - THE LAST HOPE -™ 4K & Full HD Remaster,1676,70.23
609320,FAR: Lone Sails,25344,95.23
609490,Minit,2784,89.3
610080,Realm Grinder,7347,86.88
609940,KROSMAGA,1047,74.88
609920,Hotshot Racing,2325,76.3
610180,The Jackbox Party Pack 4,3367,95.07
610360,Zup! Zero,2718,93.3
610370,Desperados III,16154,96.5
611160,Karnage Chronicles,1366,83.24
611670,The Elder Scrolls V: Skyrim VR,12060,74.93
611500,Quake Champions,38706,73.75
611790,House Party,15285,86.02
611760,Don't Escape: 4 Days to Survive,2643,97.88
611980,Oik 2,1373,93.37
612020,Zombidle : REMONSTERED,1777,85.42
612390,Dandara: Trials of Fear Edition,1236,80.74
612470,Bio Inc. Redemption,2773,87.96
612880,Wolfenstein II: The New Colossus,47916,81.32
612720,SAELIG,1069,86.16
613100,House Flipper,101703,94.14
613830,CHRONO TRIGGER®,12679,88.3
613730,Need For Drink,1040,74.81
614570,Dishonored®: Death of the Outsider™,12903,87.56
615120,COMPOUND,2115,97.02
615530,"Love, Money, Rock'n'Roll",7103,79.29
615610,Orbt XL,3392,96.61
616110,SPACEPLAN,3311,91.57
616560,Ultimate Epic Battle Simulator,12205,76.62
617160,Home Sweet Home,3745,86.62
617290,Remnant: From the Ashes,55414,84.49
617480,Tower of Time,2541,83.0
617670,Zup! S,15693,96.94
617830,SUPERHOT VR,9477,81.98
618140,Barro,5312,78.63
618740,Beat Hazard 2,2249,86.48
619150,while True: learn(),8022,91.32
619500,cyubeVR,1122,90.37
619820,Heroes of Hammerwatch II,5839,83.44
619910,Just Cause™ 3: Multiplayer Mod,2684,77.76
619880,ATOMEGA,1763,76.86
620190,Gunsmith,1033,73.28
620590,Ancestors Legacy,8544,78.93
620980,Beat Saber,75773,95.55
621060,PC Building Simulator,52321,93.53
621830,WRC 7 FIA World Rally Championship,14263,81.74
622220,Fate/EXTELLA LINK,4664,92.82
622650,Bendy and the Ink Machine,34066,88.99
622630,Bendy: Secrets of the Machine,2085,82.88
622720,Weedcraft Inc,1666,80.13
623080,planetarian HD,3249,98.89
623940,HIVESWAP: ACT 1,4026,92.45
624270,The Painscreek Killings,5981,91.04
625960,Stoneshard,33182,74.56
626680,Kreedz Climbing,1014,82.54
626610,TT Isle of Man: Ride on the Edge,1505,71.76
626690,Sword Art Online: Fatal Bullet,19378,78.95
627270,Injustice™ 2,23821,86.23
627690,Idle Champions of the Forgotten Realms,14899,77.15
628070,Romance of the Three Kingdoms XI with Power Up Kit,3952,92.46
628770,Tangledeep,1458,82.51
628730,Adolescent Santa Claus,1312,85.29
628670,Hellpoint,4429,72.82
629220,Rise of Insanity,1264,79.11
629690,Vaporum,1038,85.16
629650,Symphonic Rain,1129,96.63
629730,Blade and Sorcery,60566,96.54
629840,Caligo,1059,75.26
629760,MORDHAU,113002,80.02
629820,Maneater,23707,87.45
630060,寇莎梅特：困世迷情 Consummate:Missing World,1296,94.91
631570,Whispers of a Machine,1952,93.29
631510,Devil May Cry HD Collection,20989,93.14
632350,Cyberdimension Neptunia: 4 Goddesses Online,4692,87.23
632470,Disco Elysium - The Final Cut,124419,92.72
632300,Hobo: Tough Life,9588,84.09
632360,Risk of Rain 2,343102,93.75
633060,Orwell: Ignorance is Strength,1835,75.64
633230,NARUTO TO BORUTO: SHINOBI STRIKER,56355,83.8
633360,Remothered: Tormented Fathers,2309,73.93
634160,Cattails | Become a Cat!,2659,95.9
633460,Tannenberg,9712,86.36
635200,Distrust: Polar Survival,2517,72.07
635260,CarX Drift Racing Online,87614,95.15
635320,Last Day of June,4631,86.76
635940,Little Busters! English Edition,1081,97.78
636100,Tesla vs Lovecraft,1231,89.76
636150,Cyberhunt,2626,85.3
636480,Ravenfield,77660,96.78
636450,Rez Infinite,1239,91.93
636970,Tales Of Glory,1067,80.51
637090,BATTLETECH,32586,83.86
637850,Confess My Love,4835,93.63
637650,FINAL FANTASY XV WINDOWS EDITION,56396,83.2
638110,Desert Bus VR,1717,87.48
638230,Journey,37059,94.13
638490,Soldat,1779,94.32
638650,Sword Art Online Re: Hollow Fragment,2126,77.89
638510,dotAGE,2568,95.29
638990,"UNDYING - ""KINGDOM""",1852,79.37
639490,Umineko When They Cry - Answer Arcs,1449,95.38
640590,The LEGO® NINJAGO® Movie Video Game,7763,85.28
640380,UBERMOSH Vol.5,1227,93.81
640820,Pathfinder: Kingmaker — Enhanced Plus Edition,34500,77.65
640890,Will Glow the Wisp,1576,82.61
641320,Cooking Simulator,19336,84.7
641780,The Drone Racing League Simulator,4369,81.39
641960,BOXVR,1624,79.43
641990,The Escapists 2,33215,90.58
642090,Coming Out on Top,1391,95.54
643270,OLDTV,5444,94.54
644390,D&D Lords of Waterdeep,1626,93.54
644560,Mirror,84451,96.38
644830,The Surge 2,9131,75.91
644930,They Are Billions,50521,85.16
645090,Zup! 5,2963,93.66
645260,Trophy Fishing 2,1216,74.51
645630,Car Mechanic Simulator 2018,52692,91.38
645730,RESONANCE OF FATE™/END OF ETERNITY™ 4K/HD EDITION,1006,80.42
645790,Home Wars,1158,79.36
646270,60 Parsecs!,3976,88.71
646200,Dead Effect 2 VR,1212,80.94
646570,Slay the Spire,208296,97.65
646500,Egypt: Old Kingdom,1238,86.91
646910,The Crew™ 2,98260,77.53
647830,LEGO® Marvel Super Heroes 2,9784,85.8
647960,Rusted Warfare - RTS,7026,96.36
648100,Raging Loop,9537,95.76
648120,Pixel Sketch,1014,72.88
648350,Jurassic World Evolution,54855,87.38
648390,Marie's Room,6604,93.43
648580,428: Shibuya Scramble,3477,94.77
648800,Raft,367269,93.09
650500,Wolfenstein II: The New Colossus,47916,81.32
650510,ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS / アヌビス ゾーン・オブ・エンダーズ : マーズ,1313,72.51
650700,Yume Nikki,9848,94.17
650760,侠客风云传前传(Tale of Wuxia:The Pre-Sequel),2844,79.57
651670,Star Renegades,2983,82.8
652980,Loading Screen Simulator,8614,86.68
653530,Return of the Obra Dinn,33273,96.72
653930,Tiny Town VR,1212,92.16
654890,Grand Tactician: The Civil War (1861-1865),2313,75.57
654880,Dream Daddy: A Dad Dating Simulator,6222,91.58
654900,qop,1158,91.54
655100,Oik 3,1018,87.13
655500,MX Bikes,33795,94.36
656350,UnderMine,9743,90.39
657200,Hand Simulator,36348,83.83
657240,Tracks - The Train Set Game,1496,93.92
658260,BLUE REFLECTION,1465,80.55
658550,Zup! Zero 2,1290,94.81
658570,FURIDASHI: Drift Cyber Sport,1180,82.12
658560,Zup! 7,2320,95.47
658620,Wonderful Everyday Down the Rabbit-Hole,2406,92.85
658850,Do Not Feed the Monkeys,12045,93.54
659540,Warsim: The Realm of Aslona,2150,96.0
660160,Field of Glory II,1223,82.5
660880,b,4186,91.21
661130,ChilloutVR,2386,79.42
661790,Witch Hunt,2398,88.37
662830,Bombix,1513,70.32
664830,Zombotron,3483,88.72
665090,The Initial,1879,76.32
665360,Comedy Night,9208,74.2
665370,Mutilate-a-Doll 2,1730,93.58
665490,The Monster Inside,2056,87.69
666140,My Time at Portia,44012,91.56
666150,Prehistoric Kingdom,5664,89.41
666220,CS2D,10326,90.19
666570,Infectonator 3: Apocalypse,1281,83.14
666860,Bit Heroes Quest,3272,80.5
667530,Drunken Wrestlers 2,18439,86.79
667600,Sky Force Reloaded,2648,92.79
667720,Red Faction Guerrilla Re-Mars-tered,4313,79.69
667890,Dead Maze,4791,75.04
667870,MINDNIGHT,2958,84.85
667970,VTOL VR,21069,98.09
668210,Super Fancy Pants Adventure,2147,92.83
668550,8Doors: Arum's Afterlife Adventure,1558,78.11
668580,Atomic Heart,44939,80.55
668630,Tricolour Lovestory,28025,81.41
669330,Mechabellum,18207,83.92
669950,BDSM: Big Drunk Satanic Massacre,1198,87.31
670160,D'LIRIUM,1113,95.6
670290,Real Pool 3D - Poolians,18969,76.01
671440,Rise of Industry,4150,73.13
671610,Warfork,2281,89.48
671620,Beast Battle Simulator,1260,87.46
671800,Run!ZombieFood!,1317,79.5
671860,BattleBit Remastered,145949,82.03
672630,Academia : School Simulator,2999,85.63
672680,Supremacy: Call of War 1942,6169,71.58
673000,High Hell,1526,86.7
673130,AMID EVIL,7548,93.2
673260,Starblast,1070,81.31
673560,IOSoccer,2849,81.22
673800,Zup! XS,1429,85.09
673750,Super Bunny Man,11435,85.6
673610,Airport CEO,8117,83.31
673880,"Warhammer 40,000: Mechanicus",14265,91.27
673950,Farm Together,21993,94.12
674140,Bugsnax,8730,97.35
674500,Total Tank Simulator,8551,79.07
674520,Fight'N Rage,3141,91.5
674750,Yet Another Zombie Defense HD,3021,83.88
674940,Stick Fight: The Game,124482,93.5
674930,Boyfriend Dungeon,2615,91.82
675010,MudRunner,41835,91.51
675260,Batman: The Enemy Within - The Telltale Series,10178,92.18
676820,Subsurface Circular,1923,94.38
677160,We Were Here Too,10755,78.97
677120,Heroes of Hammerwatch,9415,87.51
677340,The Colonists,1203,85.7
677620,Splitgate,111085,91.41
678800,SAS: Zombie Assault 4,9482,86.06
678900,Farmer's Dynasty,4215,75.07
678960,CODE VEIN,61125,83.43
678950,DRAGON BALL FighterZ,75223,90.45
679900,Swords & Souls: Neverseen,6181,93.27
680360,Regions Of Ruin,4608,86.31
681280,Descenders,22327,94.37
681730,Nowhere Prophet,1148,71.25
681820,仙剑奇侠传四,7039,90.44
681840,仙剑奇侠传五前传,2902,85.25
682990,Drug Dealer Simulator,20777,86.4
683320,GRIS,93301,96.1
683900,RollerCoaster Tycoon® Classic,2913,91.04
684410,Bridge Constructor Portal,7221,91.69
684450,Surviving the Aftermath,4503,70.62
684680,Polygoneer,1727,79.44
685340,Delivery from the Pain:Survival / 末日方舟:生存,1005,80.7
686060,Mewgenics,38297,92.13
686200,Door Kickers: Action Squad,10423,94.78
687260,Tokyo Dark,1332,84.08
686810,Hell Let Loose,145561,81.83
687800,Heads Will Roll: Reforged,1597,84.91
688420,Bad North: Jotunn Edition,13468,93.24
690040,SUPERHOT: MIND CONTROL DELETE,12457,84.11
690640,Trine 4: The Nightmare Prince,14010,88.72
690830,Foundation,23397,86.38
690790,DiRT Rally 2.0,47196,88.65
691450,Misao - 2024 HD Remaster,2455,95.6
691690,Ash of Gods: Redemption,3433,73.64
692850,Bloodstained: Ritual of the Night,40825,93.36
692890,Roboquest,23674,95.23
694280,Zombie Army 4: Dead War,10585,86.2
694500,Army Men RTS,1385,88.52
695330,SEASON: A letter to the future,1985,93.4
695920,Super Seducer : How to Talk to Girls,1794,83.0
696170,SENRAN KAGURA Peach Beach Splash,4232,81.03
696220,Folklore Hunter,1397,74.66
696370,BROKE PROTOCOL,3218,74.74
696480,The Norwood Suite,1264,87.74
697550,It Lurks Below,1273,82.8
698540,Dungeon Warfare 2,1135,89.96
698640,Deep Sky Derelicts,2854,74.11
698670,Scorn,17103,76.94
698780,Doki Doki Literature Club!,218717,96.47
699130,World War Z,29767,82.88
699170,Fell Seal: Arbiter's Mark,6230,87.85
699920,Despotism 3k,3797,77.17
700330,SCP: Secret Laboratory,228332,91.19
701470,TTV2,1141,86.24
701160,Kingdom Two Crowns,37465,90.33
702120,THE KING OF FIGHTERS '97 GLOBAL MATCH,1581,80.58
702050,The Song of Saya,8973,89.98
702670,Donut County,11499,91.99
702810,Shooty Skies,1446,91.49
702890,BlazBlue: Cross Tag Battle,4593,80.1
703080,Planet Zoo,93697,91.12
703700,Our End of the World,4807,79.45
704270,Generation Zero®,41526,71.92
704450,Neverwinter Nights: Enhanced Edition,9242,90.25
704850,Thief Simulator,38602,88.18
704920,Magic Rampage,1641,94.58
705120,Death Coming/死神来了,3263,89.95
705210,Cube Racer,2291,89.79
708720,Gridiron,2004,78.74
709920,Tametsi,1408,97.02
710470,Little Witch Academia: Chamber of Time,1376,77.03
710920,Darksiders Genesis,13185,81.86
711540,Lonely Mountains: Downhill,2974,90.72
711660,CHUCHEL,4603,85.31
711750,Monster Energy Supercross - The Official Videogame,1022,83.86
711810,Never Split the Party,4393,76.28
711980,Starship EVO,1136,84.51
712100,A Total War Saga: THRONES OF BRITANNIA,14638,70.39
712730,SIMULACRA,4590,90.35
713650,Sevgilim Olur musun ?,1029,71.91
714010,Aimlabs,133145,91.51
714120,Little Misfortune,13451,92.28
714080,BLACK CLOVER: QUARTET KNIGHTS,1084,74.45
715510,Run Zeus Run,1872,88.73
715560,Eastshade,5306,89.28
716490,EXAPUNKS,1849,94.92
716500,Eliza,1715,90.73
716640,Sigma Theory: Global Cold War,1373,76.4
716710,東方憑依華～ Antinomy of Common Flowers.,1933,91.26
717640,Reigns: Her Majesty,1292,82.89
718560,Scythe: Digital Edition,3746,89.51
718650,Driftland: The Magic Revival,1970,72.39
718590,Dark Devotion,2426,74.61
718670,Cultist Simulator,13705,79.93
718850,Age of Wonders: Planetfall,6583,79.9
719040,Wasteland 3,21864,84.63
719750,PUSS!,1546,87.84
720250,Welcome to the Game II,3404,84.58
720280,Fox Hime,4036,84.51
720350,Mundaun,1408,93.47
720560,Vigil: The Longest Night,3524,86.12
720620,TaleSpire,5046,90.33
722060,Dominions 5 - Warriors of the Faith,2162,93.99
722180,SURV1V3,1790,81.51
722730,Cogmind,1937,96.28
722960,CASE 2: Animatronics Survival,3501,81.49
723090,Meltys Quest,2161,95.47
725270,Necrobarista,1420,82.54
725340,Lines X Free,1934,93.23
725480,Slap City,2877,94.79
726110,Overcrowd: A Commute 'Em Up,1738,81.36
726360,BOOBS SAGA: Prepare To Hentai Edition,2767,71.96
726830,Vacation Simulator,1043,91.28
726840,City Game Studio: Your Game Dev Adventure Begins,1766,91.45
727130,Between the Stars,2414,74.4
727020,Arcade Moonlander,1201,93.09
728240,Adventure Time: Pirates of the Enchiridion,1156,90.14
727850,ELDERBORN,2956,85.96
728530,SD GUNDAM G GENERATION CROSS RAYS,8081,82.65
728730,Holyday City: Reloaded,1612,81.27
729040,Borderlands Game of the Year Enhanced,27031,80.86
728740,Sniper Elite V2 Remastered,3866,77.78
728880,Overcooked! 2,80111,90.5
729000,Wytchwood,4545,92.76
729660,Blackout Z: Slaughterhouse Edition,1892,82.29
729460,Distant Space 2,1484,79.85
730390,Raji: An Ancient Epic,2698,82.1
730820,The Curse of Monkey Island,2943,97.01
731040,The Invincible,9081,88.59
731490,Crash Bandicoot™ N. Sane Trilogy,21365,92.06
732050,Voxel Tycoon,1738,79.29
732370,Juicy Realm,3653,87.76
732430,Superflight,11512,96.36
732810,Slipstream,1706,87.98
732690,FIVE NIGHTS AT FREDDY'S: HELP WANTED,12910,95.84
733070,Sudoku Universe / 数独宇宙,3143,94.97
733340,Hakuoki: Edo Blossoms,1058,96.03
733790,Not Tonight,2669,82.8
733990,I Can't Believe It's Not Gambling,1663,91.28
734750,PickCrafter,7062,86.15
735280,EMERGENCY 20,2107,84.43
735290,Genesis Noir,2181,78.73
735570,Project Rhombus,1399,92.71
735580,11-11 Memories Retold,2083,86.03
736190,Chinese Parents,26556,91.35
736220,Squad 44,25276,74.66
736260,Baba Is You,23630,97.75
736590,Operation: Harsh Doorstop,19625,77.08
736570,The Crooked Man,1185,92.66
736850,We. The Revolution,2348,75.51
736820,Knights of Honor II: Sovereign,6425,77.34
738060,Freddy Fazbear's Pizzeria Simulator,32549,93.75
738510,メモリーズオフ-Innocent Fille-,1081,89.92
738540,Tales of Vesperia: Definitive Edition,4784,81.29
738520,Breathedge,15998,82.14
739630,Phasmophobia,813320,95.64
739650,Drake Hollow,1786,77.55
740130,Tales of ARISE,36236,86.81
740080,Deadly Days,1875,85.6
740260,Crimson Imprint plus -Nonexistent Christmas-,2134,92.46
741140,Baldr Sky,1540,94.35
741510,The Hong Kong Massacre,1892,73.04
741670,Easy Red,1000,79.5
742250,OPUS: Rocket of Whispers,1647,92.35
742300,Mega Man 11,5180,89.19
743130,MewnBase,1424,92.7
743450,Monster Prom,14234,93.07
743390,DISTRAINT 2,4731,95.5
743640,Achievement Clicker,3307,82.46
743900,Mega Man X Legacy Collection 2,2337,76.47
743890,Mega Man X Legacy Collection,4715,78.15
744190,Rusty Lake Paradise,6883,95.23
744810,A Raven Monologue,2707,94.31
744900,Dead Frontier 2,27926,70.04
745330,StrikeForce Kitty,1135,89.69
745740,Reflex,1121,86.17
745880,東方天空璋 ～ Hidden Star in Four Seasons.,4520,98.47
745920,Temtem,39210,81.47
746510,Duck Season PC,1052,93.44
746580,HARDCORE MECHA,2667,83.13
746850,Cloudpunk,15051,87.68
747200,Keplerth,4116,84.62
747340,Unforgiving - A Northern Hymn,1562,83.42
747360,Gray Dawn,1171,84.03
747350,Hellblade: Senua's Sacrifice VR Edition,1555,84.5
747660,Five Nights at Freddy's: Security Breach,68167,86.49
748360,MY HERO ONE'S JUSTICE,2129,75.43
748370,STAND OUT VR : VR Battle Royale,1409,72.32
748490,The Legend of Heroes: Trails of Cold Steel II,3045,93.37
748940,Rise of Legions,1616,82.18
749520,樱之杜†净梦者,1051,91.72
750130,The Sinking City Remastered,5158,75.73
750920,Shadow of the Tomb Raider: Definitive Edition,84372,84.7
751440,VR Kanojo / VRカノジョ,1967,75.6
751630,After the Fall®,3047,77.22
751690,The Mammoth: A Cave Painting,1138,91.92
751780,Forager,42871,89.66
752590,A Plague Tale: Innocence,66615,93.38
753420,Dungreed,9513,93.35
753650,Due Process,8479,81.29
753640,Outer Wilds,98640,95.64
753660,AtmaSphere,1830,79.4
753930,God's Basement,1313,74.03
754150,Rolling Line,2437,95.98
754500,Plutocracy,1346,80.31
754530,IL-2 Sturmovik: Cliffs of Dover Blitz Edition,1731,70.54
754890,Firmament,1590,71.76
755500,ONE PIECE World Seeker,6108,77.29
755800,Hades' Star,2639,72.64
755980,DEPLOYMENT,1237,82.94
756530,TOKYO GHOUL:re [CALL to EXIST],2698,70.27
756800,Contraband Police,24123,94.95
757240,Aimtastic,2648,93.5
757210,EMERGENCY 4 Deluxe,1989,93.56
757300,Truberbrook / Trüberbrook,2289,72.52
757310,Sable,6143,86.33
757480,Broken Reality,2196,92.62
757320,Atomicrops,6118,92.07
758330,Shenmue I & II,3148,88.91
758370,Through the Ages,2305,90.89
758190,Dragon Cliff,8068,88.93
758530,Sprout,1739,95.86
758690,Occupy Mars: The Game,2991,70.41
758990,Ancient Warfare 3,2744,95.08
758870,Kynseed,3599,82.66
759740,RIDE 3,5775,83.15
760060,Mutant Year Zero: Road to Eden,20351,90.25
760160,Vampire: The Masquerade - Bloodhunt,58608,76.7
760890,Hello Charlotte EP3: Childhood's End,3126,98.08
761620,Beholder 2,7850,87.13
761600,Onimusha: Warlords,3237,93.7
761830,Mr. Prepper,5302,80.29
761890,Albion Online,89816,78.59
763410,Long Live Santa!,3110,87.72
763890,Wildermyth,18034,94.73
764050,Maelstrom,2578,83.24
764300,Shantae: Half-Genie Hero Ultimate Edition,1195,88.62
764570,Beavers Be Dammed,1267,85.4
764790,The Messenger,12789,92.85
765410,Bean Battles,10015,93.85
765710,Light Bearers,1192,89.35
765810,Mars Horizon,3055,84.03
765870,Leisure Suit Larry - Wet Dreams Don't Dry,1835,86.27
766280,A Light in the Dark,1722,93.03
767930,Assault Spy,1029,92.52
768200,Smalland: Survive the Wilds,9575,82.11
768450,NUTS,1015,87.98
769560,月圆之夜 (Night of Full Moon),10817,81.49
769970,Bad Dream: Fever,1301,82.32
770390,Draugen,2105,74.11
770810,"Good Pizza, Great Pizza - Cooking Simulator Game",6424,88.31
772430,Hero of the Kingdom III,1533,78.02
773370,Exo One,5105,89.91
773670,Delete,1646,96.05
774171,Muse Dash,120081,91.46
774201,Heaven's Vault,2373,84.53
774181,Rhythm Doctor,25674,98.23
774361,Blasphemous,61566,89.83
774461,The Jackbox Party Pack 5,2879,93.5
774811,YUMENIKKI -DREAM DIARY-,1478,70.03
774861,Project Winter,19052,82.58
774801,Crab Champions,29848,97.91
775500,SCARLET NEXUS,17835,80.63
775940,Rise of Liberty,1867,83.61
776490,永远消失的幻想乡 ～ The Disappearing of Gensokyo,3556,83.69
776960,Mouse (Sneaking),1547,83.97
777130,Blush Blush,7449,86.43
777390,Flyout,2109,80.89
778700,Amorous,10565,83.56
779340,Total War: THREE KINGDOMS,92367,82.22
779640,妄想症：Deliver Me,2509,87.76
780210,Freeways,2112,89.91
780290,Gloomhaven,15750,82.32
780310,The Riftbreaker,22619,90.41
781440,"OH MY GOD, LOOK AT THIS KNIGHT",2184,95.24
782330,DOOM Eternal,213091,91.39
782250,Hush Hush - Only Your Love Can Save Them,1610,94.1
784080,MechWarrior 5: Mercenaries,14577,84.76
784150,Workers & Resources: Soviet Republic,24936,91.23
784950,SUPREMACY: WORLD WAR 3,5786,75.2
785260,Team Sonic Racing™,3470,72.82
785790,WHAT THE GOLF?,4630,93.56
785740,This Is the Police 2,6444,75.23
785890,Hexologic,1329,96.09
787480,Phoenix Wright: Ace Attorney Trilogy,42447,97.57
787860,Farming Simulator 19,75703,94.45
787810,Rogue Heroes: Ruins of Tasos,3653,78.26
788100,Neon Abyss,23500,85.97
788270,Exiled Kingdoms,1092,90.02
788770,Meteor 60 Seconds!,4799,96.4
789760,DEAD OR SCHOOL,2799,84.32
789660,Buggos,1342,87.63
790060,The Void Rains Upon Her Heart,1894,99.1
790600,Stormbound,1205,70.04
790710,World of Warplanes,5472,70.49
790740,Tick Tock: A Tale for Two,11629,85.58
790820,Valkyria Chronicles 4 Complete Edition,6910,86.58
790850,Undead Horde,1394,87.09
791330,Fallen ~Makina and the City of Ruins~,1980,85.1
791470,DYO,1833,96.51
792040,Detective Di: The Silk Rose Murders | 狄仁杰之锦蔷薇,1264,88.69
792100,7 Billion Humans,2082,93.61
791930,BombTag,1521,84.16
792120,FIGHT KNIGHT,1608,91.73
792220,Paunch,11289,89.16
792300,The Beast Inside,11909,82.69
792710,Levelhead,1116,94.09
